armor_type	str_mod	cr	dex_mod	damage_resistances	wis	vulnerabilities	wis_save	hp_average	name	passive_perception	actions	legnedary_actions	launguages	xp	size	cha_save	armor_class	dex_save	con_mod	senses	skills	con_save	speed	str	damage_immunities	wis_mod	reactions	int_mod	condition_immunities	cha	cha_mod	dex	con	int_save	alignment	int	type	hp_source	str_save	special_abilties
	+4	5	+2		17			67	Unicorn	13	"[{""Name"":""Multiattack"";""Desc"":""The unicorn makes two attacks: one with its hooves and one with its horn.""};{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Horn"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 4"";""Damage Type"":""piercing""};{""Name"":""Healing Touch (3/Day)"";""Desc"":""The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition; the touch removes all diseases and neutralizes all poisons afflicting the target.""};{""Name"":""Teleport (1/Day)"";""Desc"":""The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it; along with any equipment they are wearing or carrying; to a location the unicorn is familiar with; up to 1 mile away.""}]"	"[{""Name"":""Hooves"";""Desc"":""The unicorn makes one attack with its hooves.""};{""Name"":""Shimmering Shield (Costs 2 Actions)"";""Desc"":""The unicorn creates a shimmering; magical field around itself or another creature it can see within 60 ft. of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn.""};{""Name"":""Heal Self (Costs 3 Actions)"";""Desc"":""The unicorn magically regains 11 (2d8 + 2) hit points.""}]"	Celestial; Elvish; Sylvan; Telepathy 60 Ft.	1800	Large		12		+2	Darkvision 60 Ft.			50 ft.	18	Poison	+3		+0	Charmed; Paralyzed; Poisoned	16	+3	14	15		Lawful Good	11	celestial	9d10+18		"[{""Name"":""Charge"";""Desc"":""If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn; the target takes an extra 9 (2d8) piercing damage. If the target is a creature; it must succeed on a DC 15 Strength saving throw or be knocked prone.""};{""Name"":""Innate Spellcasting"";""Desc"":""The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells; requiring no components: <br><br>At will: detect evil and good; druidcraft; pass without trace<br>1/day each: calm emotions; dispel evil and good; entangle""};{""Name"":""Magic Resistance"";""Desc"":""The unicorn has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The unicorn's weapon attacks are magical.""}]"
Natural Armor	+4	13	+4	Necrotic; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	15		+7	144	Vampire	17	"[{""Name"":""Multiattack (Vampire Form Only)"";""Desc"":""The vampire makes two attacks; only one of which can be a bite attack.""};{""Name"":""Unarmed Strike (Vampire Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d8 + 4"";""Damage Type"":""bludgeoning"";""Desc"":""Instead of dealing damage; the vampire can grapple the target (escape DC 18)""};{""Name"":""Bite (Bat or Vampire Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one willing creature; or a creature that is grappled by the vampire; incapacitated; or restrained"";""Damage"":""1d6 + 4"";""Damage Type"":""piercing"";""Damage 2"":""3d6"";""Damage 2 Type"":""necrotic"";""Desc"":""The target's hit point maximum is reduced by an amount equal to the necrotic damage taken; and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control""};{""Name"":""Charm"";""Desc"":""The vampire targets one humanoid it can see within 30 ft. of it. If the target can see the vampire; the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control; it takes the vampire's requests or actions in the most favorable way it can; and it is a willing target for the vampire's bit attack.<br>Each time the vampire or the vampire's companions do anything harmful to the target; it can repeat the saving throw; ending the effect on itself on a success. Otherwise; the effect lasts 24 hours or until the vampire is destroyed; is on a different plane of existence than the target; or takes a bonus action to end the effect.""};{""Name"":""Children of the Night (1/Day)"";""Desc"":""The vampire magically calls 2d4 swarms of bats or rats; provided that the sun isn't up. While outdoors; the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds; acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour; until the vampire dies; or until the vampire dismisses them as a bonus action.""}]"	"[{""Name"":""Move"";""Desc"":""The vampire moves up to its speed without provoking opportunity attacks.""};{""Name"":""Unarmed Strike"";""Desc"":""The vampire makes one unarmed strike.""};{""Name"":""Bite (Costs 2 Actions)"";""Desc"":""The vampire makes one bite attack.""}]"	The Languages It Knew In Life	10000	Medium	+9	16	+9	+4	Darkvision 120 Ft.	Perception +7; Stealth +9		30 ft.	18		+2		+3		18	+4	18	18		Lawful Evil	17	undead (shapechanger)	17d8+68		"[{""Name"":""Shapechanger"";""Desc"":""If the vampire isn't in sun light or running water; it can use its action to polymorph into a Tiny bat or a Medium cloud of mist; or back into its true form.<br>While in bat form; the vampire can't speak; its walking speed is 5 feet; and it has a flying speed of 30 feet. Its statistics; other than its size and speed; are unchanged. Anything it is wearing transforms with it; but nothing it is carrying does. It reverts to its true form if it dies.<br>While in mist form; the vampire can't take any actions; speak; or manipulate objects. It is weightless; has a flying speed of 20 feet; can hover; and can enter a hostile creature's space and stop there. In addition; if air can pass through a space; the mist can do so without squeezing; and it can't pass through water. It has advantage on Strength; Dexterity; and Constitution saving throws; and it is immune to all nonmagical damage; except the damage it takes from sunlight.""};{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the vampire fails a saving throw; it can choose to succeed instead.""};{""Name"":""Misty Escape"";""Desc"":""When it drops to 0 hit points outside its resting place; the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious; provided that it isn't in sunlight or running water. If it can't transform; it is destroyed.<br>While it has 0 hit points in mist form; it can't revert to its vampire form; and it must reach its resting place within 2 hours or be destroyed. Once in its resting place; it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points; it regains 1 hit point.""};{""Name"":""Regeneration"";""Desc"":""The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water; this trait doesn't function at the start of the vampire's next turn.""};{""Name"":""Spider Climb"";""Desc"":""The vampire can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""};{""Name"":""Vampire Weaknesses"";""Desc"":""The vampire has the following flaws: <br>Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.<br>Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.<br>Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place; the vampire is paralyzed until the stake is removed.<br>Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight; it has disadvantage on attack rolls and ability checks.""}]"
Natural Armor	+3	5	+3	Necrotic; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	10		+3	82	Vampire Spawn	13	"[{""Name"":""Multiattack"";""Desc"":""The vampire makes two attacks; only one of which can be a bite attack.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one willing creature; or a creature that is grappled by the vampire; incapacitated; or restrained"";""Damage"":""1d6 + 3"";""Damage Type"":""piercing"";""Damage 2"":""2d6"";""Damage 2 Type"":""necrotic"";""Desc"":""The target's hit point maximum is reduced by an amount equal to the necrotic damage taken; and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""2d4 + 3"";""Damage Type"":""slashing"";""Desc"":""Instead of dealing damage; the vampire can grapple the target (escape DC 13)""}]"		The Languages It Knew In Life	1800	Medium		15	+6	+3	Darkvision 60 Ft.	Perception +3; Stealth +6		30 ft.	16		+0		+0		12	+1	16	16		Neutral Evil	11	undead	11d8+33		"[{""Name"":""Regeneration"";""Desc"":""The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water; this trait doesn't function at the start of the vampire's next turn.""};{""Name"":""Spider Climb"";""Desc"":""The vampire can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""};{""Name"":""Vampire Weaknesses"";""Desc"":""The vampire has the following flaws: <br>Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.<br>Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water.<br>Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.<br>Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight; it has disadvantage on attack rolls and ability checks.""}]"
Splint	+3	3	+1		11			58	Veteran	12	"[{""Name"":""Multiattack"";""Desc"":""The veteran makes two longsword attacks. If it has a shortsword drawn; it can also make a shortsword attack.""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 3"";""Damage Type"":""slashing"";""Desc"":""two handed""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""slashing"";""Desc"":""one handed""};{""Name"":""Shortsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""piercing""};{""Name"":""Heavy Crossbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""3"";""Reach"":""100/400 ft."";""Target"":""one target"";""Damage"":""1d10 + 1"";""Damage Type"":""piercing""}]"		Any One Language (Usually Common)	700	Medium		17		+2		Athletics +5; Perception +2		30 ft.	16		+0		+0		10	+0	13	14		Any Alignment	10	humanoid (any race)	9d8+18		
	-4	1/4	-5		3			18	Violet Fungus	6	"[{""Name"":""Multiattack"";""Desc"":""The fungus makes 1d4 Rotting Touch attacks.""};{""Name"":""Rotting Touch"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""10 ft."";""Target"":""one creature"";""Damage"":""1d8"";""Damage Type"":""necrotic""}]"			50	Medium		5		+0	Blindsight 30 Ft. (Blind Beyond This Radius)			5 ft.	3		-4		-5	Blinded; Deafened; Frightened	1	-5	1	10		Unaligned	1	plant	4d8		"[{""Name"":""False Appearance"";""Desc"":""While the violet fungus remains motionless; it is indistinguishable from an ordinary fungus.""}]"
Natural Armor	+3	6	+2	Cold; Fire; Lightning; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	13		+4	104	Vrock	11	"[{""Name"":""Multiattack"";""Desc"":""The vrock makes two attacks: one with its beak and one with its talons.""};{""Name"":""Beak"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 3"";""Damage Type"":""piercing""};{""Name"":""Talons"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d10 + 3"";""Damage Type"":""slashing""};{""Name"":""Spores (Recharge 6)"";""Desc"":""A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way; a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.""};{""Name"":""Stunning Screech (1/Day)"";""Desc"":""The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn.""};{""Name"":""Variant: Summon Demon (1/Day)"";""Desc"":""The demon chooses what to summon and attempts a magical summoning.<br>A vrock has a 30 percent chance of summoning 2d4 dretches or one vrock.<br>A summoned demon appears in an unoccupied space within 60 feet of its summoner; acts as an ally of its summoner; and can't summon other demons. It remains for 1 minute; until it or its summoner dies; or until its summoner dismisses it as an action.""}]"		Abyssal; Telepathy 120 Ft.	2300	Large	+2	15	+5	+4	Darkvision 120 Ft.			40 ft.; fly 60 ft.	17	Poison	+1		-1	Poisoned	8	-1	15	18		Chaotic Evil	8	fiend (demon)	11d10+44		"[{""Name"":""Magic Resistance"";""Desc"":""The vrock has advantage on saving throws against spells and other magical effects.""}]"
	-2	0	+0		12			5	Vulture	13	"[{""Name"":""Beak"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4"";""Damage Type"":""piercing""}]"			10	Medium		10		+1		Perception +3		10 ft.; fly 50 ft.	7		+1		-4		4	-3	10	13		Unaligned	2	beast	1d8+1		"[{""Name"":""Keen Sight and Smell"";""Desc"":""The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.""};{""Name"":""Pack Tactics"";""Desc"":""The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]"
	+4	1/2	+1		12			19	Warhorse	11	"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning""}]"			100	Large		11		+1				60 ft.	18		+1		-4		7	-2	12	13		Unaligned	2	beast	3d10+3		"[{""Name"":""Trampling Charge"";""Desc"":""If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn; that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone; the horse can make another attack with its hooves against it as a bonus action.""}]"
Barding Scraps	+4	1/2	+1		8	Bludgeoning		22	Warhorse Skeleton	9	"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning""}]"			100	Large		13		+2	Darkvision 60 Ft.			60 ft.	18	Poison	-1		-4	Exhaustion; Poisoned	5	-3	12	15		Lawful Evil	2	undead	3d10+6		
Natural Armor	+4	5	+2	Acid; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	10			114	Water Elemental	10	"[{""Name"":""Multiattack"";""Desc"":""The elemental makes two slam attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Whelm (Recharge 4-6)"";""Desc"":""Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure; a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller; it is also grappled (escape DC 14). Until this grapple ends; the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful; the target is pushed out of the elemental's space.<br>The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns; each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.""}]"		Aquan	1800	Large		14		+4	Darkvision 60 Ft.			30 ft.; swim 90 ft.	18	Poison	+0		-3	Exhaustion; Grappled; Paralyzed; Petrified; Poisoned; Prone; Restrained; Unconscious	8	-1	14	18		Neutral	5	elemental	12d10+48		"[{""Name"":""Water Form"";""Desc"":""The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.""};{""Name"":""Freeze"";""Desc"":""If the elemental takes cold damage; it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.""}]"
