Name,Tags/Lair,Environment,Source,Page,Reference,SRD,armor_type,str_mod,cr,dex_mod,damage_resistances,wis,vulnerabilities,wis_save,hp_average,passive_perception,actions,legnedary_actions,launguages,xp,size,cha_save,armor_class,dex_save,con_mod,senses,skills,con_save,speed,str,damage_immunities,wis_mod,reactions,int_mod,condition_immunities,cha,cha_mod,dex,con,int_save,alignment,int,type,hp_source,str_save,special_abilties
Giant Elk,,Forest; Grassland; Hills; Mountain,MM,325.0,MM325,,Natural Armor,4.0,2,3.0,,14.0,,,42.0,14.0,"[{""Name"":""Ram"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one prone creature"";""Damage"":""4d8 + 4"";""Damage Type"":""bludgeoning""}]",,Giant Elk; Understands Common; Elvish; And Sylvan But Can't Speak,450.0,Huge,,14.0,,2.0,,Perception +4,,60 ft.,19.0,,2.0,,-2.0,,10.0,0.0,16.0,14.0,,Unaligned,7.0,beast,5d12+10,,"[{""Name"":""Charge"";""Desc"":""If the elk moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn; the target takes an extra 7 (2d6) damage. If the target is a creature; it must succeed on a DC 14 Strength saving throw or be knocked prone.""}]"
Gibbering Mouther,,Underdark,MM,157.0,MM157,Y,,0.0,2,-1.0,,10.0,,,67.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The gibbering mouther makes one bite attack and; if it can; uses its Blinding Spittle.""};{""Name"":""Bites"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""5d6"";""Damage Type"":""piercing"";""Desc"":""If the target is Medium or smaller; it must succeed on a DC 10 Strength saving throw or be knocked prone. If the target is killed by this damage; it is absorbed into the mouther""};{""Name"":""Blinding Spittle (Recharge 5-6)"";""Desc"":""The mouther spits a chemical glob at a point it can see within 15 feet of it. The glob explodes in a blinding flash of light on impact. Each creature within 5 feet of the flash must succeed on a DC 13 Dexterity saving throw or be blinded until the end of the mouther's next turn.""}]",,,450.0,Medium,,9.0,,3.0,Darkvision 60 Ft.,,,10 ft.; swim 10 ft.,10.0,,0.0,,-4.0,Prone,6.0,-2.0,8.0,16.0,,Neutral,3.0,aberration,9d8+27,,"[{""Name"":""Aberrant Ground"";""Desc"":""The ground in a 10-foot radius around the mouther is doughlike difficult terrain. Each creature that starts its turn in that area must succeed on a DC 10 Strength saving throw or have its speed reduced to 0 until the start of its next turn.""};{""Name"":""Gibbering"";""Desc"":""The mouther babbles incoherently while it can see any creature and isn't incapacitated. Each creature that starts its turn within 20 feet of the mouther and can hear the gibbering must succeed on a DC 10 Wisdom saving throw. On a failure; the creature can't take reactions until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4; the creature does nothing. On a 5 or 6; the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8; the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such an attack.""}]"
Githzerai Monk,gith,Extraplanar (Limbo),MM,161.0,MM161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll Pack Lord,gnoll,Desert; Forest; Grassland; Hills,MM,163.0,MM163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Dragon Wyrmling,,Forest,MM,95.0,MM95,Y,Natural Armor,2.0,2,1.0,,11.0,,2.0,38.0,14.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 2"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""poison""};{""Name"":""Poison Breath (Recharge 5-6)"";""Desc"":""The dragon exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 11 Constitution saving throw; taking 21 (6d6) poison damage on a failed save; or half as much damage on a successful one.""}]",,Draconic,450.0,Medium,3.0,17.0,3.0,1.0,Blindsight 10 Ft.; Darkvision 60 Ft.,Perception +4; Stealth +3,3.0,30 ft.; fly 60 ft.; swim 30 ft.,15.0,Poison,0.0,,2.0,Poisoned,13.0,1.0,12.0,13.0,,Lawful Evil,14.0,dragon,7d8+7,,"[{""Name"":""Amphibious"";""Desc"":""The dragon can breathe air and water.""}]"
Grick,,Forest; Underdark,MM,173.0,MM173,Y,Natural Armor,2.0,2,2.0,Bludgeoning; Piercing; And Slashing Damage From Nonmagical Weapons,14.0,,,27.0,12.0,"[{""Name"":""Multiattack"";""Desc"":""The grick makes one attack with its tentacles. If that attack hits; the grick can make one beak attack against the same target.""};{""Name"":""Tentacles"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 2"";""Damage Type"":""slashing""};{""Name"":""Beak"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""}]",,,450.0,Medium,,14.0,,0.0,Darkvision 60 Ft.,,,30 ft.; climb 30 ft.,14.0,,2.0,,-4.0,,5.0,-3.0,14.0,11.0,,Neutral,3.0,monstrosity,6d8,,"[{""Name"":""Stone Camouflage"";""Desc"":""The grick has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.""}]"
Griffon,,Arctic; Coastal; Grassland; Hills; Mountain,MM,174.0,MM174,Y,,4.0,2,2.0,,13.0,,,59.0,15.0,"[{""Name"":""Multiattack"";""Desc"":""The griffon makes two attacks: one with its beak and one with its claws.""};{""Name"":""Beak"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 4"";""Damage Type"":""piercing""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""slashing""}]",,,450.0,Large,,12.0,,3.0,Darkvision 60 Ft.,Perception +5,,30 ft.; fly 80 ft.,18.0,,1.0,,-4.0,,8.0,-1.0,15.0,16.0,,Unaligned,2.0,monstrosity,7d10+21,,"[{""Name"":""Keen Sight"";""Desc"":""The griffon has advantage on Wisdom (Perception) checks that rely on sight.""}]"
Hunter Shark,,Underwater,MM,330.0,MM330,,Natural Armor,4.0,2,1.0,,10.0,,,45.0,12.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""piercing""}]",,,450.0,Large,,12.0,,2.0,Darkvision 30 Ft.,Perception +2,,Swim 40 ft.,18.0,,0.0,,-5.0,,4.0,-3.0,13.0,15.0,,Unaligned,1.0,beast,6d10+12,,"[{""Name"":""Blood Frenzy"";""Desc"":""The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.""};{""Name"":""Water Breathing"";""Desc"":""The shark can breathe only underwater.""}]"
Intellect Devourer,,Underdark,MM,191.0,MM191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizardfolk Shaman,lizardfolk,Forest; Swamp,MM,205.0,MM205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrow,,Coastal; Underwater,MM,219.0,MM219,Y,Natural Armor,4.0,2,0.0,,10.0,,,45.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The merrow makes two attacks: one with its bite and one with its claws or harpoon.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 4"";""Damage Type"":""piercing""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4 + 4"";""Damage Type"":""slashing""};{""Name"":""Harpoon"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""piercing""};{""Name"":""Harpoon"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""6"";""Reach"":""20/60 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""piercing""}]",,Abyssal; Aquan,450.0,Large,,13.0,,2.0,Darkvision 60 Ft.,,,10 ft.; swim 40 ft.,18.0,,0.0,,-1.0,,9.0,-1.0,10.0,15.0,,Chaotic Evil,8.0,monstrosity,6d10+12,,"[{""Name"":""Amphibious"";""Desc"":""The merrow can breathe air and water.""}]"
Mimic,shapechanger,Underdark; Urban,MM,220.0,MM220,Y,Natural Armor,3.0,2,1.0,,13.0,,,58.0,11.0,"[{""Name"":""Pseudopod"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""bludgeoning"";""Desc"":""If the mimic is in object form; the target is subjected to its Adhesive trait""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""piercing"";""Damage 2"":""1d8"";""Damage 2 Type"":""acid""}]",,,450.0,Medium,,12.0,,2.0,Darkvision 60 Ft.,Stealth +5,,15 ft.,17.0,Acid,1.0,,-3.0,Prone,8.0,-1.0,12.0,15.0,,Neutral,5.0,monstrosity (shapechanger),9d8+18,,"[{""Name"":""Shapechanger"";""Desc"":""The mimic can use its action to polymorph into an object or back into its true; amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies.""};{""Name"":""Adhesive (Object Form Only)"";""Desc"":""The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage.""};{""Name"":""False Appearance (Object Form Only)"";""Desc"":""While the mimic remains motionless; it is indistinguishable from an ordinary object.""};{""Name"":""Grappler"";""Desc"":""The mimic has advantage on attack rolls against any creature grappled by it.""}]"
Minotaur Skeleton,,Underdark,MM,273.0,MM273,Y,Natural Armor,4.0,2,0.0,,8.0,Bludgeoning,,67.0,9.0,"[{""Name"":""Greataxe"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d12 + 4"";""Damage Type"":""slashing""};{""Name"":""Gore"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""piercing""}]",,Understands Abyssal But Can't Speak,450.0,Large,,12.0,,2.0,Darkvision 60 Ft.,,,40 ft.,18.0,Poison,-1.0,,-2.0,Exhaustion; Poisoned,5.0,-3.0,11.0,15.0,,Lawful Evil,6.0,undead,9d10+18,,"[{""Name"":""Charge"";""Desc"":""If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn; the target takes an extra 9 (2d8) piercing damage. If the target is a creature; it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.""}]"
Myconid Sovereign,,Underdark,MM,232.0,MM232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothic,,Underdark,MM,236.0,MM236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochre Jelly,,Underdark,MM,243.0,MM243,Y,,2.0,2,-2.0,Acid,6.0,,,45.0,8.0,"[{""Name"":""Pseudopod"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 2"";""Damage Type"":""bludgeoning"";""Damage 2"":""1d6"";""Damage 2 Type"":""acid""}]",,,450.0,Large,,8.0,,2.0,Blindsight 60 Ft. (Blind Beyond This Radius),,,10 ft.; climb 10 ft.,15.0,Lightning; Slashing,-2.0,"[{""Name"":""Split"";""Desc"":""When a jelly that is Medium or larger is subjected to lightning or slashing damage; it splits into two new jellies if it has at least 10 hit points. Each new jelly has hit points equal to half the original jelly's; rounded down. New jellies are one size smaller than the original jelly.""}]",-4.0,Blinded; Charmed; Deafened; Exhaustion; Frightened; Prone,1.0,-5.0,6.0,14.0,,Unaligned,2.0,ooze,6d10+12,,"[{""Name"":""Amorphous"";""Desc"":""The jelly can move through a space as narrow as 1 inch wide without squeezing.""};{""Name"":""Spider Climb"";""Desc"":""The jelly can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""}]"
Ogre,,Arctic; Coastal; Desert; Forest; Grassland; Hills; Mountain; Swamp; Underdark,MM,237.0,MM237,Y,Hide Armor,4.0,2,-1.0,,7.0,,,59.0,8.0,"[{""Name"":""Greatclub"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""piercing""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""6"";""Reach"":""30/120 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""piercing""}]",,Common; Giant,450.0,Large,,11.0,,3.0,Darkvision 60 Ft.,,,40 ft.,19.0,,-2.0,,-3.0,,7.0,-2.0,8.0,16.0,,Chaotic Evil,5.0,giant,7d10+21,,
Ogre Zombie,,Arctic; Coastal; Desert; Forest; Grassland; Hills; Mountain; Swamp; Underdark,MM,316.0,MM316,Y,,4.0,2,-2.0,,6.0,,0.0,85.0,8.0,"[{""Name"":""Morningstar"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""bludgeoning""}]",,Understands Common And Giant But Can't Speak,450.0,Large,,8.0,,4.0,Darkvision 60 Ft.,,,30 ft.,19.0,Poison,-2.0,,-4.0,Poisoned,5.0,-3.0,6.0,18.0,,Neutral Evil,3.0,undead,9d10+36,,"[{""Name"":""Undead Fortitude"";""Desc"":""If damage reduces the zombie to 0 hit points; it must make a Constitution saving throw with a DC of 5+the damage taken; unless the damage is radiant or from a critical hit. On a success; the zombie drops to 1 hit point instead.""}]"
Orc Eye of Gruumsh,orc,Arctic; Forest; Grassland; Hills; Mountain; Swamp; Underdark,MM,247.0,MM247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orog,orc,Arctic; Forest; Grassland; Hills; Mountain; Underdark,MM,247.0,MM247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pegasus,,Forest; Grassland; Hills,MM,250.0,MM250,Y,,4.0,2,2.0,,15.0,,4.0,59.0,16.0,"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning""}]",,Understands Celestial; Common; Elvish; And Sylvan But Can't Speak,450.0,Large,3.0,12.0,4.0,3.0,,Perception +6,,60 ft.; fly 90 ft.,18.0,,2.0,,0.0,,13.0,1.0,15.0,16.0,,Chaotic Good,10.0,celestial,7d10+21,,
Pentadrone,,Extraplanar (Mechanus),MM,226.0,MM226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peryton,,Hills; Mountain,MM,251.0,MM251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plesiosaurus (Leviathan),dinosaur/behemoth,Coastal; Underwater,MM,80.0,MM80,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polar Bear,,Arctic,MM,334.0,MM334,,Natural Armor,5.0,2,0.0,,13.0,,,42.0,13.0,"[{""Name"":""Multiattack"";""Desc"":""The bear makes two attacks: one with its bite and one with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 5"";""Damage Type"":""piercing""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 5"";""Damage Type"":""slashing""}]",,,450.0,Large,,12.0,,3.0,,Perception +3,,40 ft.; swim 30 ft.,20.0,,1.0,,-4.0,,7.0,-2.0,10.0,16.0,,Unaligned,2.0,beast,5d10+15,,"[{""Name"":""Keen Smell"";""Desc"":""The bear has advantage on Wisdom (Perception) checks that rely on smell.""}]"
Poltergeist,,Underdark; Urban,MM,279.0,MM279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaggoth,quaggoth,Underdark,MM,256.0,MM256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinoceros,,Grassland,MM,336.0,MM336,,Natural Armor,5.0,2,-1.0,,12.0,,,45.0,11.0,"[{""Name"":""Gore"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 5"";""Damage Type"":""bludgeoning""}]",,,450.0,Large,,11.0,,2.0,,,,40 ft.,21.0,,1.0,,-4.0,,6.0,-2.0,8.0,15.0,,Unaligned,2.0,beast,6d10+12,,"[{""Name"":""Charge"";""Desc"":""If the rhinoceros moves at least 20 ft. straight toward a target and then hits it with a gore attack on the same turn; the target takes an extra 9 (2d8) bludgeoning damage. If the target is a creature; it must succeed on a DC 15 Strength saving throw or be knocked prone.""}]"
Rug of Smothering,,Urban,MM,20.0,MM20,Y,,3.0,2,2.0,,3.0,,,33.0,6.0,"[{""Name"":""Smother"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""medium or smaller creature"";""Damage"":""2d6+3"";""Damage Type"":""bludgeoning"";""Desc"":""On Hit: The creature is grappled escape DC 13 Until this grapple ends; the target is restrained; blinded; and at risk of suffocating; and the rug can't smother another target. In addition; at the start of each of the target's turns; the target takes 10 (2d6 + 3) bludgeoning dmg""}]",,,450.0,Large,,12.0,,0.0,Blindsight 60 Ft. (Blind Beyond This Radius),,,10 ft.,17.0,Poison; Psychic,-4.0,,-5.0,Blinded; Charmed; Deafened; Frightened; Paralyzed; Petrified; Poisoned,1.0,-5.0,14.0,10.0,,Unaligned,1.0,construct,6d10,,"[{""Name"":""Antimagic Susceptibility"";""Desc"":""The rug is incapacitated while in the area of an antimagic field. If targeted by dispel magic; the rug must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute.""};{""Name"":""Damage Transfer"";""Desc"":""While it is grappling a creature; the rug takes only half the damage dealt to it; and the creature grappled by the rug takes the other half.""};{""Name"":""False Appearance"";""Desc"":""While the rug remains motionless; it is indistinguishable from a normal rug.""}]"
Saber-toothed Tiger,,Arctic; Mountain,MM,336.0,MM336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahuagin Priestess,sahuagin,Coastal; Underwater,MM,264.0,MM264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Hag,,Coastal; Underwater,MM,179.0,MM179,Y,Natural Armor,3.0,2,1.0,,12.0,,,52.0,11.0,"[{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 3"";""Damage Type"":""slashing""};{""Name"":""Death Glare"";""Desc"":""The hag targets one frightened creature she can see within 30 ft. of her. If the target can see the hag; it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.""};{""Name"":""Illusory Appearance"";""Desc"":""The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like an ugly creature of her general size and humanoid shape. The effect ends if the hag takes a bonus action to end it or if she dies.<br>The changes wrought by this effect fail to hold up to physical inspection. For example; the hag could appear to have no claws; but someone touching her hand might feel the claws. Otherwise; a creature must take an action to visually inspect the illusion and succeed on a DC 16 Intelligence (Investigation) check to discern that the hag is disguised.""}]",,Aquan; Common; Giant,450.0,Medium,,14.0,,3.0,Darkvision 60 Ft.,,,30 ft.; swim 40 ft.,16.0,,1.0,,1.0,,13.0,1.0,13.0,16.0,,Chaotic Evil,12.0,fey,7d8+21,,"[{""Name"":""Amphibious"";""Desc"":""The hag can breathe air and water.""};{""Name"":""Horrific Appearance"";""Desc"":""Any humanoid that starts its turn within 30 feet of the hag and can see the hag's true form must make a DC 11 Wisdom saving throw. On a failed save; the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns; with disadvantage if the hag is within line of sight; ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it; the creature is immune to the hag's Horrific Appearance for the next 24 hours.<br>Unless the target is surprised or the revelation of the hag's true form is sudden; the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn; a creature that averts its eyes has disadvantage on attack rolls against the hag.""};{""Name"":""Hag Coven"";""Desc"":""When hags must work together; they form covens; in spite of their selfish natures. A coven is made up of hags of any type; all of whom are equals within the group. However; each of the hags continues to desire more personal power.<br>A coven consists of three hags so that any arguments between two hags can be settled by the third. If more than three hags ever come together; as might happen if two covens come into conflict; the result is usually chaos.""};{""Name"":""Shared Spellcasting (Coven Only)"";""Desc"":""While all three members of a hag coven are within 30 feet of one another; they can each cast the following spells from the wizard's spell list but must share the spell slots among themselves: <br><br> 1st level (4 slots): identify; ray of sickness<br> 2nd level (3 slots): hold person; locate object<br> 3rd level (3 slots): bestow curse; counterspell; lightning bolt<br> 4th level (3 slots): phantasmal killer; polymorph<br> 5th level (2 slots): contact other plane; scrying<br> 6th level (1 slot): eye bite<br><br>For casting these spells; each hag is a 12th-level spellcaster that uses Intelligence as her spellcasting ability. The spell save DC is 12+the hag's Intelligence modifier; and the spell attack bonus is 4+the hag's Intelligence modifier.""};{""Name"":""Hag Eye (Coven Only)"";""Desc"":""A hag coven can craft a magic item called a hag eye; which is made from a real eye coated in varnish and often fitted to a pendant or other wearable item. The hag eye is usually entrusted to a minion for safekeeping and transport. A hag in the coven can take an action to see what the hag eye sees if the hag eye is on the same plane of existence. A hag eye has AC 10; 1 hit point; and darkvision with a radius of 60 feet. If it is destroyed; each coven member takes 3d10 psychic damage and is blinded for 24 hours.<br>A hag coven can have only one hag eye at a time; and creating a new one requires all three members of the coven to perform a ritual. The ritual takes 1 hour; and the hags can't perform it while blinded. During the ritual; if the hags take any action other than performing the ritual; they must start over.""}]"
